,field_1,LEGALLAND,Mer,TP,RG,Qrtsec,Section,Qrt,Series,Slope,OM,Name,Name_2,Name_3,Name_4,easting,northing,b1,b2,b3,b4,b5,b6,b7,ari,ari_noBareSoil,CRSI,CRSI_noBareSoil,NDVI_July_Aug,NDVI_July_Aug_noBareSoil,NDVI_Sept_Oct,NDVI_Sept_Oct_noBareSoil,NDVI_SD,SAVI_Jul_Aug,SAVI_Jul_Aug_noBareSoil,SAVI_Sept_Oct,SAVI_Sept_Oct_noBareSoil,dem_3x3_sd3x3,dem_3x3_sd5x5,dem_3x3_sd9x9,dem_3x3_sd21x21,dem_9x9_sd21x21,dem_9x9_sd101x101,dem_3x3_tri,dem_5x5_tri,dem_9x9_tri,dem_9x9_tri_20,precip,temperature,MidSlope_Pos_100m,Norm_Height_100m,Slope_Height_100m,Stand_Height_100m,SWI_100m,Valley_Depth_100m,precip_spring,precip_summer,temperature_high,MODIS_NDVI_May_Oct,MODIS_NDVI_May,MODIS_NDVI_June,MODIS_NDVI_July,MODIS_NDVI_Aug,MODIS_NDVI_Sept,MODIS_NDVI_Oct,MODIS_NDVI_SD,MODIS_NDVI_Max_Min,MODIS_NDVI_Max_Month
2139,2140,NW-31-42-24-2,W2,42,24,NW31,31,NW,CFE,T,7.5,CUT KNIFE ELUVIATED BLACK,,,,469378.9925,5834968.367,634.91174,859,1020.6667,1560.2778,2842.2144,2936.7856,2551.1667,2.0540297,2.4933305,0.8222509,0.8376969,0.58008105,0.60673386,0.20541918,0.36655745,0.205535356307549,0.870781400829464,0.950899851354809,0.306870741339756,0.579246171581239,0.62393856,0.87489253,1.2929709,2.60088,2.3092563,7.13388,1.3038167,0.9265054,0.85721457,1.7885259,518.1917,288.04257,0.5778285,0.78891426,6.430157,519.942,8.131479,1.7213877,138.714800087603,286.251787137241,5.02439,0.37071776,0.22742915,0.44384855,0.7400612,0.642693,0.33423644,0.25601462,0.5126321,0.2805512,7
2140,2141,NW-31-42-24-2,W2,42,24,NW31,31,NW,CFA,,6.8,CUT KNIFE ORTHIC BLACK,,,,469378.9925,5834968.367,634.91174,859,1020.6667,1560.2778,2842.2144,2936.7856,2551.1667,2.0540297,2.4933305,0.8222509,0.8376969,0.58008105,0.60673386,0.20541918,0.36655745,0.205535356307549,0.870781400829464,0.950899851354809,0.306870741339756,0.579246171581239,0.62393856,0.87489253,1.2929709,2.60088,2.3092563,7.13388,1.3038167,0.9265054,0.85721457,1.7885259,518.1917,288.04257,0.5778285,0.78891426,6.430157,519.942,8.131479,1.7213877,138.714800087603,286.251787137241,5.02439,0.37071776,0.22742915,0.44384855,0.7400612,0.642693,0.33423644,0.25601462,0.5126321,0.2805512,7
2141,2142,NW-31-42-24-2,W2,42,24,NW31,31,NW,CFE,,7.5,CUT KNIFE ELUVIATED BLACK,,,,469378.9925,5834968.367,634.91174,859,1020.6667,1560.2778,2842.2144,2936.7856,2551.1667,2.0540297,2.4933305,0.8222509,0.8376969,0.58008105,0.60673386,0.20541918,0.36655745,0.205535356307549,0.870781400829464,0.950899851354809,0.306870741339756,0.579246171581239,0.62393856,0.87489253,1.2929709,2.60088,2.3092563,7.13388,1.3038167,0.9265054,0.85721457,1.7885259,518.1917,288.04257,0.5778285,0.78891426,6.430157,519.942,8.131479,1.7213877,138.714800087603,286.251787137241,5.02439,0.37071776,0.22742915,0.44384855,0.7400612,0.642693,0.33423644,0.25601462,0.5126321,0.2805512,7
2142,2143,NW-31-42-24-2,W2,42,24,NW31,31,NW,CFA,M,6.8,CUT KNIFE ORTHIC BLACK,,,,469378.9925,5834968.367,634.91174,859,1020.6667,1560.2778,2842.2144,2936.7856,2551.1667,2.0540297,2.4933305,0.8222509,0.8376969,0.58008105,0.60673386,0.20541918,0.36655745,0.205535356307549,0.870781400829464,0.950899851354809,0.306870741339756,0.579246171581239,0.62393856,0.87489253,1.2929709,2.60088,2.3092563,7.13388,1.3038167,0.9265054,0.85721457,1.7885259,518.1917,288.04257,0.5778285,0.78891426,6.430157,519.942,8.131479,1.7213877,138.714800087603,286.251787137241,5.02439,0.37071776,0.22742915,0.44384855,0.7400612,0.642693,0.33423644,0.25601462,0.5126321,0.2805512,7
2143,2144,NW-31-42-24-2,W2,42,24,NW31,31,NW,MWE,D,6.2,,,,,469378.9925,5834968.367,634.91174,859,1020.6667,1560.2778,2842.2144,2936.7856,2551.1667,2.0540297,2.4933305,0.8222509,0.8376969,0.58008105,0.60673386,0.20541918,0.36655745,0.205535356307549,0.870781400829464,0.950899851354809,0.306870741339756,0.579246171581239,0.62393856,0.87489253,1.2929709,2.60088,2.3092563,7.13388,1.3038167,0.9265054,0.85721457,1.7885259,518.1917,288.04257,0.5778285,0.78891426,6.430157,519.942,8.131479,1.7213877,138.714800087603,286.251787137241,5.02439,0.37071776,0.22742915,0.44384855,0.7400612,0.642693,0.33423644,0.25601462,0.5126321,0.2805512,7
2144,2145,NW-31-44-11-3,W3,44,11,NW31,31,NW,KTD,,4.7,KEATLEY REGO BLACK,,,,325262.4,5857435.228,659.0455,917.3333,1049.25,1608.3182,2202.5,2981.9736,1845,1.805645,2.6770177,0.81311524,0.8386467,0.52442527,0.68108034,0.18859144,0.35779437,0.206547223046344,0.787139485345368,0.949935066714485,0.280626832394069,0.572874581275445,0.5172731,0.84894425,1.867545,6.5744796,6.4400573,19.33646,1.683154,1.5716949,1.6491283,4.7894936,494.93976,287.66357,0.22866683,0.6143334,5.542378,576.0651,8.756414,3.4771178,131.064822573431,274.050369299432,4.195122,0.39274535,0.24849069,0.45911115,0.7399753,0.6114893,0.3566776,0.28626055,0.49148458,0.26770714,7
2145,2146,NW-31-44-11-3,W3,44,11,NW31,31,NW,KTA,,4.6,KEATLEY ORTHIC BLACK,,,,325262.4,5857435.228,659.0455,917.3333,1049.25,1608.3182,2202.5,2981.9736,1845,1.805645,2.6770177,0.81311524,0.8386467,0.52442527,0.68108034,0.18859144,0.35779437,0.206547223046344,0.787139485345368,0.949935066714485,0.280626832394069,0.572874581275445,0.5172731,0.84894425,1.867545,6.5744796,6.4400573,19.33646,1.683154,1.5716949,1.6491283,4.7894936,494.93976,287.66357,0.22866683,0.6143334,5.542378,576.0651,8.756414,3.4771178,131.064822573431,274.050369299432,4.195122,0.39274535,0.24849069,0.45911115,0.7399753,0.6114893,0.3566776,0.28626055,0.49148458,0.26770714,7
2146,2147,NW-31-44-27-2,W2,44,27,NW31,31,NW,NTA,,1.5,NISBET ORTHIC DARK GRAY,,,,438330.2716,5854674.817,601.2,838.8333,987.3,1490,2935.6428,2983.1667,2695.7222,2.4279292,2.7109609,0.8366864,0.842522,0.6202629,0.6520087,0.24184218,0.36900887,0.194922630893957,0.927587591199138,0.954830135875078,0.362706016292956,0.588910238396139,0.45929492,0.6222368,1.0036069,2.0450084,1.8370488,8.040153,0.8639472,0.8925243,0.75587565,1.3328841,511.0345,287.99796,0.11120283,0.44439858,3.264223,407.29486,9.148167,4.086985,136.562808823235,281.929319259094,4.902439,0.42745596,0.27175692,0.45078316,0.6708972,0.6005722,0.39684844,0.30601746,0.39914027,0.26158357,7
2147,2148,NW-31-48-22-2,W2,48,22,NW31,31,NW,SBA,L,5,SHELLBROOK ORTHIC DARK GRAY,,,,485676.7967,5893115.425,739.0625,1059.9286,1272.75,1990.8889,3534.1667,2952.5535,3188,2.3331366,2.8559318,0.8381435,0.84740514,0.61026156,0.6807499,0.2254225,0.40285257,0.204455070695443,0.915248677459566,0.973677030648448,0.337695645681059,0.595935807417272,0.82260233,1.0483892,1.1720427,2.7634556,1.8172978,17.776451,1.6427267,1.2204442,0.7413861,1.9439725,528.4312,287.82043,0.036519494,0.5157347,3.0500698,405.0503,7.7223496,2.8620062,137.451531188304,290.222925420739,4.219512,0.46679664,0.27352148,0.48269197,0.7289008,0.6704456,0.4316926,0.30652767,0.4553793,0.2786494,7
2148,2149,NW-31-48-22-2,W2,48,22,NW31,31,NW,SBA,C,4.1,SHELLBROOK ORTHIC DARK GRAY,,,,485676.7967,5893115.425,739.0625,1059.9286,1272.75,1990.8889,3534.1667,2952.5535,3188,2.3331366,2.8559318,0.8381435,0.84740514,0.61026156,0.6807499,0.2254225,0.40285257,0.204455070695443,0.915248677459566,0.973677030648448,0.337695645681059,0.595935807417272,0.82260233,1.0483892,1.1720427,2.7634556,1.8172978,17.776451,1.6427267,1.2204442,0.7413861,1.9439725,528.4312,287.82043,0.036519494,0.5157347,3.0500698,405.0503,7.7223496,2.8620062,137.451531188304,290.222925420739,4.219512,0.46679664,0.27352148,0.48269197,0.7289008,0.6704456,0.4316926,0.30652767,0.4553793,0.2786494,7
2149,2150,NW-31-48-22-2,W2,48,22,NW31,31,NW,LCD,U,4.8,LA CORNE DARK GRAY LUVISOL,,,,485676.7967,5893115.425,739.0625,1059.9286,1272.75,1990.8889,3534.1667,2952.5535,3188,2.3331366,2.8559318,0.8381435,0.84740514,0.61026156,0.6807499,0.2254225,0.40285257,0.204455070695443,0.915248677459566,0.973677030648448,0.337695645681059,0.595935807417272,0.82260233,1.0483892,1.1720427,2.7634556,1.8172978,17.776451,1.6427267,1.2204442,0.7413861,1.9439725,528.4312,287.82043,0.036519494,0.5157347,3.0500698,405.0503,7.7223496,2.8620062,137.451531188304,290.222925420739,4.219512,0.46679664,0.27352148,0.48269197,0.7289008,0.6704456,0.4316926,0.30652767,0.4553793,0.2786494,7
2150,2151,NW-31-48-22-2,W2,48,22,NW31,31,NW,GHX,U,5,HUMIC GLEYSOL,,,,485676.7967,5893115.425,739.0625,1059.9286,1272.75,1990.8889,3534.1667,2952.5535,3188,2.3331366,2.8559318,0.8381435,0.84740514,0.61026156,0.6807499,0.2254225,0.40285257,0.204455070695443,0.915248677459566,0.973677030648448,0.337695645681059,0.595935807417272,0.82260233,1.0483892,1.1720427,2.7634556,1.8172978,17.776451,1.6427267,1.2204442,0.7413861,1.9439725,528.4312,287.82043,0.036519494,0.5157347,3.0500698,405.0503,7.7223496,2.8620062,137.451531188304,290.222925420739,4.219512,0.46679664,0.27352148,0.48269197,0.7289008,0.6704456,0.4316926,0.30652767,0.4553793,0.2786494,7
2151,2152,NW-31-48-22-2,W2,48,22,NW31,31,NW,LCD,U,6.3,LA CORNE DARK GRAY LUVISOL,,,,485676.7967,5893115.425,739.0625,1059.9286,1272.75,1990.8889,3534.1667,2952.5535,3188,2.3331366,2.8559318,0.8381435,0.84740514,0.61026156,0.6807499,0.2254225,0.40285257,0.204455070695443,0.915248677459566,0.973677030648448,0.337695645681059,0.595935807417272,0.82260233,1.0483892,1.1720427,2.7634556,1.8172978,17.776451,1.6427267,1.2204442,0.7413861,1.9439725,528.4312,287.82043,0.036519494,0.5157347,3.0500698,405.0503,7.7223496,2.8620062,137.451531188304,290.222925420739,4.219512,0.46679664,0.27352148,0.48269197,0.7289008,0.6704456,0.4316926,0.30652767,0.4553793,0.2786494,7
2152,2153,NW-32-10-17-3,W3,10,17,NW32,32,NW,AMA,U,2.9,AMULET ORTHIC DARK BROWN,,,,264300.882,5529277.103,855.5833,1237.75,1499.75,2230.875,3289.75,2997.1167,2858.1,1.0446285,1.3644319,0.7653878,0.7931462,0.36625102,0.5090874,0.23917611,0.33902737,0.131054050289138,0.549298565995112,0.703831303809287,0.358991586779668,0.555971487373314,0.29268935,0.48013481,0.7678185,2.5296595,2.1035318,13.364999,0.71920776,0.6388474,0.63035506,1.5026343,459.97446,288.52072,0.032147016,0.5160735,3.3698652,729.04535,10.388548,3.159951,144.055608258648,243.341112990182,15.536586,0.33216235,0.24415007,0.43060037,0.6262372,0.38855827,0.27502,0.23663025,0.38960695,0.22133075,7
2153,2154,NW-32-13-05-2,W2,13,5,NW32,32,NW,KPD,,5,KEPPEL REGO DARK,,,,667231.3884,5555796.182,754.8333,988.6539,1149.75,1687.3334,2521.9,3000.6543,2247.625,1.4258571,2.0419788,0.79358494,0.8225795,0.46597144,0.6160219,0.19089636,0.37936008,0.181786809355021,0.69747286131598,0.858239487328351,0.286117967488201,0.565566183155223,1.1054032,1.5317621,1.8438244,2.0484579,1.7543596,2.7172413,1.6352307,1.6108022,1.3672189,1.8309766,542.4315,288.5264,0.16744548,0.57115054,1.8505672,544.6915,7.690601,1.3904465,156.00156975912,293.197619833558,9.146341,0.40186092,0.25945982,0.4797618,0.74389374,0.5677549,0.3342907,0.2680475,0.48443392,0.27236512,7
2154,2155,NW-32-14-09-2,W2,14,9,NW32,32,NW,GNA,,3.6,GLENAVON ORTHIC,,,,627963.8657,5564448.165,771.6667,1044.3334,1203,1818.75,2794.25,2982.6965,2475.5,1.4631264,1.877714,0.7993205,0.8179247,0.46547994,0.58724076,0.2116114,0.37642926,0.166353545006677,0.697847567822088,0.850405383908791,0.319228593450959,0.561520112776585,0.7784556,1.167459,2.0064826,4.8995447,4.4721103,7.5257688,1.7513889,1.5332446,1.3634558,3.060309,528.9484,288.5637,0.24013591,0.62006795,2.2729795,582.69086,8.27309,1.3819605,151.887515858147,287.05073029424,9.585366,0.46700618,0.2793587,0.4822174,0.6625205,0.5561848,0.4189922,0.33378434,0.3831618,0.2637878,7
2155,2156,NW-32-14-09-2,W2,14,9,NW32,32,NW,GNA,,4.1,GLENAVON ORTHIC,,,,627963.8657,5564448.165,771.6667,1044.3334,1203,1818.75,2794.25,2982.6965,2475.5,1.4631264,1.877714,0.7993205,0.8179247,0.46547994,0.58724076,0.2116114,0.37642926,0.166353545006677,0.697847567822088,0.850405383908791,0.319228593450959,0.561520112776585,0.7784556,1.167459,2.0064826,4.8995447,4.4721103,7.5257688,1.7513889,1.5332446,1.3634558,3.060309,528.9484,288.5637,0.24013591,0.62006795,2.2729795,582.69086,8.27309,1.3819605,151.887515858147,287.05073029424,9.585366,0.46700618,0.2793587,0.4822174,0.6625205,0.5561848,0.4189922,0.33378434,0.3831618,0.2637878,7
2156,2157,NW-32-20-06-2,W2,20,6,NW32,32,NW,OXA,,6.4,OXBOW ORTHIC BLACK,,,,654199.9597,5625972.886,699.4583,923.1111,1063.9252,1664.2291,2777.9375,3000.0076,2518.375,1.298962,2.0663772,0.7848237,0.824446,0.43652418,0.63514996,0.21161193,0.4164724,0.17621855638343,0.654759513032344,0.898041394638144,0.317062286558791,0.569329344959596,0.39105237,0.5392704,0.6553426,1.2549891,0.8988342,2.7432947,0.5840682,0.45988855,0.15846582,0.61828816,551.29193,288.25824,0.18087651,0.40956175,1.6956615,461.0725,9.868436,2.4445238,155.742574219286,301.289523292771,7.02439,0.43357298,0.25169718,0.46970537,0.72548914,0.58788484,0.39990506,0.3030834,0.47379196,0.26661533,7
2157,2158,NW-32-32-26-3,W3,32,26,NW32,32,NW,ADA,M,3.7,ARDILL ORTHIC BROWN,,,,178650.8059,5748018.279,843.7,1181.125,1435.75,2168.95,3190.611,2984.9856,2727.9644,0.9655725,1.490663,0.75333494,0.8108635,0.29512173,0.54533356,0.19652672,0.32587394,0.14901320341264,0.443443301842955,0.767471859920786,0.29386927278054,0.525786081389184,1.0059959,1.3044302,2.0128298,3.5917149,3.2162704,6.9406166,1.755318,1.5811169,1.2901305,2.3676827,436.1806,288.11746,0.40861687,0.70430845,3.3861952,672.1023,8.296271,1.3856637,125.592208909252,243.144498279261,9.585366,0.29899117,0.22657084,0.34526765,0.55261296,0.3770467,0.2703236,0.2399188,0.32604212,0.19840105,7
2158,2159,NW-32-34-22-3,W3,34,22,NW32,32,NW,GYC,M,2.6,GILROY BROWN SOLODIZED,SOLO,,,218839.4124,5765099.836,,,,,,,,0.9255089,1.0417941,0.75634676,0.7771886,0.36224985,0.4590939,0.28355926,0.47659728,0.105758085946969,0.545169777838996,0.606996898853718,0.425077897817801,0.576558353172664,0.417807,0.6689198,1.0821486,1.9166024,1.6882541,7.998726,0.8915945,0.8585957,0.71210665,1.2530844,441.43936,288.06528,0.07181055,0.46409473,1.3274218,609.9787,9.563317,1.532637,124.210131750453,245.196463505036,8.463414,0.5292298,0.43911523,0.70340174,0.6499937,0.53701156,0.53343976,0.41583708,0.28756467,0.27112123,6
2159,2160,NW-32-37-18-3,W3,37,18,NW32,32,NW,STA,M,4.9,SCOTT ORTHIC DARK BROWN,,,,257952.2107,5792228.9,779.1667,1068.6666,1272.4642,1975.25,3157.611,2967.4424,2843.5,1.5421749,1.8880441,0.8051238,0.82497483,0.4858818,0.5866375,0.21189867,0.42230353,0.180152642437768,0.73258314802528,0.845612546781282,0.317567204735982,0.589017092285358,0.59883255,0.8317007,1.143278,2.310257,2.1422627,9.667952,0.949258,0.93697697,0.7626051,1.4540228,452.78757,288.04022,0.42755732,0.7137787,4.2724576,596.2017,8.3618555,1.7099993,123.090707972197,249.680108866341,7.3414636,0.33014292,0.22549991,0.3181162,0.736793,0.5668766,0.2989074,0.25178114,0.51129305,0.2601912,7
2160,2161,NW-32-37-20-2,W2,37,20,NW32,32,NW,YKC,M,4.7,YORKTON CALCAREOUS BLACK,,,,511449.6713,5786350.838,699,958.1,1114,1715.75,3029.25,2987.1428,2770.875,1.727361,2.615095,0.8167326,0.8446542,0.5129527,0.61134624,0.17066565,0.37490147,0.204802473410983,0.768579074660013,0.940669142615122,0.256308416967765,0.545093100995384,0.8298461,1.0235673,1.1169223,1.1529056,0.9910128,4.4925175,1.0676918,0.90142626,0.6405147,0.79590803,522.5803,288.22418,0.14928891,0.57464445,2.105633,546.67993,8.078747,1.548906,140.739806939857,288.540040358468,5.0487804,0.31732097,0.21644598,0.39490137,0.73603266,0.5757364,0.2836712,0.23139231,0.5195867,0.27558702,7
2161,2162,NW-32-37-20-2,W2,37,20,NW32,32,NW,WHA,L,6.2,WHITEWOOD ORTHIC,DARK GRAY,,,511449.6713,5786350.838,699,958.1,1114,1715.75,3029.25,2987.1428,2770.875,1.727361,2.615095,0.8167326,0.8446542,0.5129527,0.61134624,0.17066565,0.37490147,0.204802473410983,0.768579074660013,0.940669142615122,0.256308416967765,0.545093100995384,0.8298461,1.0235673,1.1169223,1.1529056,0.9910128,4.4925175,1.0676918,0.90142626,0.6405147,0.79590803,522.5803,288.22418,0.14928891,0.57464445,2.105633,546.67993,8.078747,1.548906,140.739806939857,288.540040358468,5.0487804,0.31732097,0.21644598,0.39490137,0.73603266,0.5757364,0.2836712,0.23139231,0.5195867,0.27558702,7
2162,2163,NW-32-37-20-2,W2,37,20,NW32,32,NW,OXC,U,4,OXBOW CALCAREOUS BLACK,,,,511449.6713,5786350.838,699,958.1,1114,1715.75,3029.25,2987.1428,2770.875,1.727361,2.615095,0.8167326,0.8446542,0.5129527,0.61134624,0.17066565,0.37490147,0.204802473410983,0.768579074660013,0.940669142615122,0.256308416967765,0.545093100995384,0.8298461,1.0235673,1.1169223,1.1529056,0.9910128,4.4925175,1.0676918,0.90142626,0.6405147,0.79590803,522.5803,288.22418,0.14928891,0.57464445,2.105633,546.67993,8.078747,1.548906,140.739806939857,288.540040358468,5.0487804,0.31732097,0.21644598,0.39490137,0.73603266,0.5757364,0.2836712,0.23139231,0.5195867,0.27558702,7
2163,2164,NW-32-37-20-2,W2,37,20,NW32,32,NW,OXC,C,3.4,OXBOW CALCAREOUS,BLACK,,,511449.6713,5786350.838,699,958.1,1114,1715.75,3029.25,2987.1428,2770.875,1.727361,2.615095,0.8167326,0.8446542,0.5129527,0.61134624,0.17066565,0.37490147,0.204802473410983,0.768579074660013,0.940669142615122,0.256308416967765,0.545093100995384,0.8298461,1.0235673,1.1169223,1.1529056,0.9910128,4.4925175,1.0676918,0.90142626,0.6405147,0.79590803,522.5803,288.22418,0.14928891,0.57464445,2.105633,546.67993,8.078747,1.548906,140.739806939857,288.540040358468,5.0487804,0.31732097,0.21644598,0.39490137,0.73603266,0.5757364,0.2836712,0.23139231,0.5195867,0.27558702,7
2164,2165,NW-32-38-25-2,W2,38,25,NW32,32,NW,CAA,L,8.2,CANORA ORTHIC BLACK,,,,462865.067,5796179.559,698.5833,963.7143,1139.2273,1717.8334,2952.6667,3000.3413,2677.7144,1.8344487,2.7887924,0.8175652,0.8499899,0.551613,0.6774918,0.17525852,0.44400236,0.217493984080339,0.830584022156487,0.993183868762352,0.262459247173065,0.608732252367568,0.39265665,0.46016544,0.52511454,0.8612156,0.6082076,3.6736784,0.59138966,0.59337515,0.5442118,0.5927342,508.20755,288.23,0.5052318,0.24738412,2.160394,506.58072,9.638867,6.5668707,137.736512238249,280.915408159667,6.195122,0.37084967,0.20859827,0.4397685,0.7675298,0.6548633,0.32653287,0.22201678,0.5589315,0.2867162,7
2165,2166,NW-32-38-25-2,W2,38,25,NW32,32,NW,CDA,U,6.8,CUDWORTH ORTHIC BLACK,,,,462865.067,5796179.559,698.5833,963.7143,1139.2273,1717.8334,2952.6667,3000.3413,2677.7144,1.8344487,2.7887924,0.8175652,0.8499899,0.551613,0.6774918,0.17525852,0.44400236,0.217493984080339,0.830584022156487,0.993183868762352,0.262459247173065,0.608732252367568,0.39265665,0.46016544,0.52511454,0.8612156,0.6082076,3.6736784,0.59138966,0.59337515,0.5442118,0.5927342,508.20755,288.23,0.5052318,0.24738412,2.160394,506.58072,9.638867,6.5668707,137.736512238249,280.915408159667,6.195122,0.37084967,0.20859827,0.4397685,0.7675298,0.6548633,0.32653287,0.22201678,0.5589315,0.2867162,7
2166,2167,NW-32-38-25-2,W2,38,25,NW32,32,NW,CDA,L,8.7,CUDWORTH ORTHIC BLACK,,,,462865.067,5796179.559,698.5833,963.7143,1139.2273,1717.8334,2952.6667,3000.3413,2677.7144,1.8344487,2.7887924,0.8175652,0.8499899,0.551613,0.6774918,0.17525852,0.44400236,0.217493984080339,0.830584022156487,0.993183868762352,0.262459247173065,0.608732252367568,0.39265665,0.46016544,0.52511454,0.8612156,0.6082076,3.6736784,0.59138966,0.59337515,0.5442118,0.5927342,508.20755,288.23,0.5052318,0.24738412,2.160394,506.58072,9.638867,6.5668707,137.736512238249,280.915408159667,6.195122,0.37084967,0.20859827,0.4397685,0.7675298,0.6548633,0.32653287,0.22201678,0.5589315,0.2867162,7
2167,2168,NW-32-38-25-2,W2,38,25,NW32,32,NW,CAA,M,5.9,CANORA ORTHIC BLACK,,,,462865.067,5796179.559,698.5833,963.7143,1139.2273,1717.8334,2952.6667,3000.3413,2677.7144,1.8344487,2.7887924,0.8175652,0.8499899,0.551613,0.6774918,0.17525852,0.44400236,0.217493984080339,0.830584022156487,0.993183868762352,0.262459247173065,0.608732252367568,0.39265665,0.46016544,0.52511454,0.8612156,0.6082076,3.6736784,0.59138966,0.59337515,0.5442118,0.5927342,508.20755,288.23,0.5052318,0.24738412,2.160394,506.58072,9.638867,6.5668707,137.736512238249,280.915408159667,6.195122,0.37084967,0.20859827,0.4397685,0.7675298,0.6548633,0.32653287,0.22201678,0.5589315,0.2867162,7
2168,2169,NW-32-38-25-2,W2,38,25,NW32,32,NW,CAA,M,8.9,CANORA ORTHIC BLACK,,,,462865.067,5796179.559,698.5833,963.7143,1139.2273,1717.8334,2952.6667,3000.3413,2677.7144,1.8344487,2.7887924,0.8175652,0.8499899,0.551613,0.6774918,0.17525852,0.44400236,0.217493984080339,0.830584022156487,0.993183868762352,0.262459247173065,0.608732252367568,0.39265665,0.46016544,0.52511454,0.8612156,0.6082076,3.6736784,0.59138966,0.59337515,0.5442118,0.5927342,508.20755,288.23,0.5052318,0.24738412,2.160394,506.58072,9.638867,6.5668707,137.736512238249,280.915408159667,6.195122,0.37084967,0.20859827,0.4397685,0.7675298,0.6548633,0.32653287,0.22201678,0.5589315,0.2867162,7
2169,2170,NW-32-38-25-2,W2,38,25,NW32,32,NW,CAA,L,4.6,CANORA ORTHIC BLACK,,,,462865.067,5796179.559,698.5833,963.7143,1139.2273,1717.8334,2952.6667,3000.3413,2677.7144,1.8344487,2.7887924,0.8175652,0.8499899,0.551613,0.6774918,0.17525852,0.44400236,0.217493984080339,0.830584022156487,0.993183868762352,0.262459247173065,0.608732252367568,0.39265665,0.46016544,0.52511454,0.8612156,0.6082076,3.6736784,0.59138966,0.59337515,0.5442118,0.5927342,508.20755,288.23,0.5052318,0.24738412,2.160394,506.58072,9.638867,6.5668707,137.736512238249,280.915408159667,6.195122,0.37084967,0.20859827,0.4397685,0.7675298,0.6548633,0.32653287,0.22201678,0.5589315,0.2867162,7
2170,2171,NW-32-40-28-3,W3,40,28,NW32,32,NW,WRA,,3.6,WEYBURN ORTHIC DARK,BROWN,,,160588.7725,5827142.119,697.7,964.2778,1157.8611,1782.1428,2918.1428,2971.5715,2602.9,1.6003648,2.3996372,0.8156675,0.84057766,0.49680936,0.6388811,0.19993053,0.37006462,0.191738024930363,0.743856363895659,0.936639124810896,0.299856617821811,0.55576349482036,1.4385264,2.0917704,3.3857026,6.4088516,5.7183266,8.769313,2.8796396,2.7716334,2.899025,4.6358323,464.55948,287.8133,0.19785921,0.5877946,2.6239076,597.92804,7.2784133,1.8530074,128.334431700244,259.202137243008,6.1707315,0.3294454,0.22992803,0.4586731,0.7831898,0.53650135,0.2800636,0.24511288,0.55326176,0.26529846,7
2171,2172,NW-32-41-21-2,W2,41,21,NW32,32,NW,HMA,L,7.2,HAMLIN ORTHIC BLACK,,,,500118.453,5825171.018,668.6667,876.3333,1027.75,1593.125,3176.6667,2968.9043,2852.389,2.541585,3.00655,0.83955544,0.8494958,0.6395985,0.70477533,0.20839784,0.40633208,0.220002376854291,0.958142067911014,1.01441447900021,0.313565970277281,0.58736570234141,0.4221204,0.4778791,0.7323958,1.7870818,1.7080431,6.720185,0.67666054,0.66326123,0.66956085,1.2911271,526.4051,288.0983,0.17417632,0.41291183,1.4750253,423.13574,9.445231,2.1015809,140.995769959053,291.170344874348,4.707317,0.35555527,0.22812624,0.41972336,0.76965135,0.6073698,0.31460854,0.2519306,0.5415251,0.28172785,7
2172,2173,NW-32-41-21-2,W2,41,21,NW32,32,NW,OXC,M,6.6,OXBOW CALCAREOUS,BLACK,,,500118.453,5825171.018,668.6667,876.3333,1027.75,1593.125,3176.6667,2968.9043,2852.389,2.541585,3.00655,0.83955544,0.8494958,0.6395985,0.70477533,0.20839784,0.40633208,0.220002376854291,0.958142067911014,1.01441447900021,0.313565970277281,0.58736570234141,0.4221204,0.4778791,0.7323958,1.7870818,1.7080431,6.720185,0.67666054,0.66326123,0.66956085,1.2911271,526.4051,288.0983,0.17417632,0.41291183,1.4750253,423.13574,9.445231,2.1015809,140.995769959053,291.170344874348,4.707317,0.35555527,0.22812624,0.41972336,0.76965135,0.6073698,0.31460854,0.2519306,0.5415251,0.28172785,7
2173,2174,NW-32-41-21-2,W2,41,21,NW32,32,NW,OXD,U,4,OXBOW REGO BLACK,,,,500118.453,5825171.018,668.6667,876.3333,1027.75,1593.125,3176.6667,2968.9043,2852.389,2.541585,3.00655,0.83955544,0.8494958,0.6395985,0.70477533,0.20839784,0.40633208,0.220002376854291,0.958142067911014,1.01441447900021,0.313565970277281,0.58736570234141,0.4221204,0.4778791,0.7323958,1.7870818,1.7080431,6.720185,0.67666054,0.66326123,0.66956085,1.2911271,526.4051,288.0983,0.17417632,0.41291183,1.4750253,423.13574,9.445231,2.1015809,140.995769959053,291.170344874348,4.707317,0.35555527,0.22812624,0.41972336,0.76965135,0.6073698,0.31460854,0.2519306,0.5415251,0.28172785,7
